"ID","Gene.title","Gene.symbol","Gene.ID","Nucleotide.Title","GI","GenBank.Accession","Chromosome.location","Chromosome.annotation","GO.Function","GO.Process","GO.Component","GO.Function.ID","GO.Process.ID","GO.Component.ID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"NM_022368_at","praja ring finger 1, E3 ubiquitin protein ligase","PJA1","64219","Homo sapiens praja ring finger 1, E3 ubiquitin protein ligase (PJA1), transcript variant 3, mRNA","296080725","NM_022368","Xq13.1","Chromosome X, NC_000023.10 (68380581..68385365, complement)","protein binding///ubiquitin-protein ligase activity///zinc ion binding","protein catabolic process","cytoplasm","GO:0005515///GO:0004842///GO:0008270","GO:0030163","GO:0005737",-0.254310364705884,7.22204353,-2.41973471609146,0.0192900467762483,0.743026655677628,-3.17851063784844
"NM_145119_at","praja ring finger 1, E3 ubiquitin protein ligase","PJA1","64219","Homo sapiens praja ring finger 1, E3 ubiquitin protein ligase (PJA1), transcript variant 1, mRNA","296080724","NM_145119","Xq13.1","Chromosome X, NC_000023.10 (68380581..68385365, complement)","protein binding///ubiquitin-protein ligase activity///zinc ion binding","protein catabolic process","cytoplasm","GO:0005515///GO:0004842///GO:0008270","GO:0030163","GO:0005737",-0.254310364705884,7.22204353,-2.41973471609146,0.0192900467762483,0.743026655677628,-3.17851063784844
"NM_002268_at","karyopherin alpha 4 (importin alpha 3)","KPNA4","3840","Homo sapiens karyopherin alpha 4 (importin alpha 3) (KPNA4), mRNA","339275982","NM_002268","3q25.33","Chromosome 3, NC_000003.11 (160212783..160283376, complement)","protein transporter activity","NLS-bearing substrate import into nucleus///cytokine-mediated signaling pathway","cytosol///nucleoplasm","GO:0008565","GO:0006607///GO:0019221","GO:0005829///GO:0005654",0.586997225514707,6.3018150111,2.41930246065311,0.0193104722630651,0.743026655677628,-3.17932695581176
"NM_005095_at","zinc finger, MYM-type 4","ZMYM4","9202","Homo sapiens zinc finger, MYM-type 4 (ZMYM4), mRNA","44890067","NM_005095","1p32-p34","Chromosome 1, NC_000001.10 (35734568..35887545)","DNA binding///zinc ion binding","cytoskeleton organization///multicellular organismal development///regulation of cell morphogenesis","","GO:0003677///GO:0008270","GO:0007010///GO:0007275///GO:0022604","",0.261679821183822,7.42577518528,2.41741642277939,0.0193998218538598,0.743026655677628,-3.18288746398686
"NM_012227_at","GTP binding protein 6 (putative)","GTPBP6","8225","Homo sapiens GTP binding protein 6 (putative) (GTPBP6), mRNA","304435904","NM_012227","Xp22.33; Yp11.32","Chromosome Y, NC_000024.9 (171426..180887, complement)///Chromosome X, NC_000023.10 (221427..230888, complement)","GTP binding","","","GO:0005525","","",-0.250392834246325,6.0148855894,-2.41683774471476,0.0194273108283276,0.743026655677628,-3.18397948560201
"NM_001008660_at","phosphatidylinositol binding clathrin assembly protein","PICALM","8301","Homo sapiens phosphatidylinositol binding clathrin assembly protein (PICALM), transcript variant 2, mRNA","332688228","NM_001008660","11q14","Chromosome 11, NC_000011.9 (85668214..85780923, complement)","1-phosphatidylinositol binding///clathrin binding///clathrin binding///clathrin heavy chain binding///protein binding","axonogenesis///clathrin coat assembly///dendrite morphogenesis///endosomal transport///hemopoiesis///negative regulation of receptor-mediated endocytosis///positive regulation of transcription, DNA-dependent///protein complex assembly///receptor internalization///receptor-mediated endocytosis///receptor-mediated endocytosis///regulation of endocytosis///regulation of protein localization///vesicle-mediated transport","colocalizes_with AP-2 adaptor complex///Golgi apparatus///colocalizes_with clathrin coat of coated pit///coated pit///coated pit///intracellular membrane-bounded organelle///nucleus///colocalizes_with perinuclear region of cytoplasm///postsynaptic membrane///presynaptic membrane","GO:0005545///GO:0030276///GO:0030276///GO:0032050///GO:0005515","GO:0007409///GO:0048268///GO:0048813///GO:0016197///GO:0030097///GO:0048261///GO:0045893///GO:0006461///GO:0031623///GO:0006898///GO:0006898///GO:0030100///GO:0032880///GO:0016192","colocalizes_with GO:0030122///GO:0005794///colocalizes_with GO:0030132///GO:0005905///GO:0005905///GO:0043231///GO:0005634///colocalizes_with GO:0048471///GO:0045211///GO:0042734",0.405412173275737,7.96404961914,2.41452026125484,0.0195377502240083,0.743026655677628,-3.18835081977325
"NM_005274_at","guanine nucleotide binding protein (G protein), gamma 5","GNG5","2787","Homo sapiens guanine nucleotide binding protein (G protein), gamma 5 (GNG5), mRNA","187608565","NM_005274","1p22","Chromosome 1, NC_000001.10 (84964006..84972262, complement)","GTPase activity///signal transducer activity","G-protein coupled receptor signaling pathway///GTP catabolic process///cellular response to glucagon stimulus///energy reserve metabolic process///signal transduction///small molecule metabolic process///synaptic transmission","heterotrimeric G-protein complex///plasma membrane","GO:0003924///GO:0004871","GO:0007186///GO:0006184///GO:0071377///GO:0006112///GO:0007165///GO:0044281///GO:0007268","GO:0005834///GO:0005886",-0.147876815808825,9.05881048,-2.41234612525134,0.0196418719776593,0.743026655677628,-3.19244888085696
"NM_003033_at","ST3 beta-galactoside alpha-2,3-sialyltransferase 1","ST3GAL1","6482","Homo sapiens ST3 beta-galactoside alpha-2,3-sialyltransferase 1 (ST3GAL1), transcript variant 1, mRNA","213418067","NM_003033","8q24.22","Chromosome 8, NC_000008.10 (134467091..134584183, complement)","beta-galactoside (CMP) alpha-2,3-sialyltransferase activity","O-glycan processing///carbohydrate metabolic process///cellular protein metabolic process///cellular protein modification process///glycosaminoglycan metabolic process///keratan sulfate biosynthetic process///keratan sulfate metabolic process///post-translational protein modification///protein phosphorylation///small molecule metabolic process","Golgi cisterna membrane///Golgi membrane///extracellular region///integral to Golgi membrane","GO:0003836","GO:0016266///GO:0005975///GO:0044267///GO:0006464///GO:0030203///GO:0018146///GO:0042339///GO:0043687///GO:0006468///GO:0044281","GO:0032580///GO:0000139///GO:0005576///GO:0030173",0.243458000702206,4.43390945054,2.41224420691688,0.0196467651927851,0.743026655677628,-3.19264091966135
"NM_173344_at","ST3 beta-galactoside alpha-2,3-sialyltransferase 1","ST3GAL1","6482","Homo sapiens ST3 beta-galactoside alpha-2,3-sialyltransferase 1 (ST3GAL1), transcript variant 2, mRNA","213418077","NM_173344","8q24.22","Chromosome 8, NC_000008.10 (134467091..134584183, complement)","beta-galactoside (CMP) alpha-2,3-sialyltransferase activity","O-glycan processing///carbohydrate metabolic process///cellular protein metabolic process///cellular protein modification process///glycosaminoglycan metabolic process///keratan sulfate biosynthetic process///keratan sulfate metabolic process///post-translational protein modification///protein phosphorylation///small molecule metabolic process","Golgi cisterna membrane///Golgi membrane///extracellular region///integral to Golgi membrane","GO:0003836","GO:0016266///GO:0005975///GO:0044267///GO:0006464///GO:0030203///GO:0018146///GO:0042339///GO:0043687///GO:0006468///GO:0044281","GO:0032580///GO:0000139///GO:0005576///GO:0030173",0.243458000702206,4.43390945054,2.41224420691688,0.0196467651927851,0.743026655677628,-3.19264091966135
"NM_017996_at","de-etiolated homolog 1 (Arabidopsis)","DET1","55070","Homo sapiens de-etiolated homolog 1 (Arabidopsis) (DET1), transcript variant 1, mRNA","221218985","NM_017996","15q25.3","Chromosome 15, NC_000015.9 (89055714..89089912, complement)","","","nucleus","","","GO:0005634",-0.287963789823531,4.29886230442,-2.4119399894145,0.0196613775478853,0.743026655677628,-3.19321410251763
"NM_001865_at","cytochrome c oxidase subunit VIIa polypeptide 2 (liver)","COX7A2","1347","Homo sapiens cytochrome c oxidase subunit VIIa polypeptide 2 (liver) (COX7A2), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA","262118226","NM_001865","6q12","Chromosome 6, NC_000006.11 (75947391..75953644, complement)","cytochrome-c oxidase activity///electron carrier activity","","mitochondrial respiratory chain","GO:0004129///GO:0009055","","GO:0005746",-0.151982600183821,11.91195252,-2.41047748496049,0.0197317620815742,0.743026655677628,-3.19596887501172
"NM_006402_at","late endosomal/lysosomal adaptor, MAPK and MTOR activator 5","LAMTOR5","10542","Homo sapiens late endosomal/lysosomal adaptor, MAPK and MTOR activator 5 (LAMTOR5), mRNA","38788352","NM_006402","1p13.3","Chromosome 1, NC_000001.10 (110943875..110950546, complement)","contributes_to guanyl-nucleotide exchange factor activity///protein binding///contributes_to protein complex scaffold","cellular response to amino acid stimulus///negative regulation of apoptotic process///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///positive regulation of TOR signaling cascade///protein localization to lysosome///regulation of cell size///response to virus///viral genome replication","Ragulator complex///cytoplasm///cytosol///lysosome","contributes_to GO:0005085///GO:0005515///contributes_to GO:0032947","GO:0071230///GO:0043066///GO:0043154///GO:0032008///GO:0061462///GO:0008361///GO:0009615///GO:0019079","GO:0071986///GO:0005737///GO:0005829///GO:0005764",-0.143571689507352,9.83773416426,-2.40990365447176,0.0197594401557439,0.743026655677628,-3.19704939609196
"NM_005147_at","DnaJ (Hsp40) homolog, subfamily A, member 3","DNAJA3","9093","Homo sapiens DnaJ (Hsp40) homolog, subfamily A, member 3 (DNAJA3), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA","345110647","NM_005147","16p13.3","Chromosome 16, NC_000016.9 (4475806..4506776)","ATP binding///NF-kappaB binding///heat shock protein binding///interferon-gamma receptor binding///metal ion binding///protein binding///protein kinase binding///receptor tyrosine kinase binding///small GTPase regulator activity///transcription factor binding///unfolded protein binding","T cell differentiation in thymus///activation of cysteine-type endopeptidase activity involved in apoptotic process///activation-induced cell death of T cells///cell aging///embryo development///mitochondrial DNA replication///negative regulation of I-kappaB kinase/NF-kappaB cascade///negative regulation of NF-kappaB transcription factor activity///negative regulation of apoptotic process///negative regulation of cell proliferation///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///negative regulation of interferon-gamma-mediated signaling pathway///negative regulation of protein kinase activity///negative regulation of transcription from RNA polymerase II promoter///neuromuscular junction development///positive regulation of T cell proliferation///positive regulation of apoptotic process///positive regulation of protein ubiquitination///protein folding///protein folding///protein stabilization///response to heat///response to interferon-gamma///skeletal muscle acetylcholine-gated channel clustering///small GTPase mediated signal transduction","colocalizes_with I-kappaB/NF-kappaB complex///colocalizes_with IkappaB kinase complex///colocalizes_with actin filament///cell junction///cytoplasm///cytosol///cytosol///extrinsic to plasma membrane///mitochondrial matrix///mitochondrial nucleoid///neuromuscular junction///nucleus///nucleus///postsynaptic membrane","GO:0005524///GO:0051059///GO:0031072///GO:0005133///GO:0046872///GO:0005515///GO:0019901///GO:0030971///GO:0005083///GO:0008134///GO:0051082","GO:0033077///GO:0006919///GO:0006924///GO:0007569///GO:0009790///GO:0006264///GO:0043124///GO:0032088///GO:0043066///GO:0008285///GO:0043154///GO:0060336///GO:0006469///GO:0000122///GO:0007528///GO:0042102///GO:0043065///GO:0031398///GO:0006457///GO:0006457///GO:0050821///GO:0009408///GO:0034341///GO:0071340///GO:0007264","colocalizes_with GO:0033256///colocalizes_with GO:0008385///colocalizes_with GO:0005884///GO:0030054///GO:0005737///GO:0005829///GO:0005829///GO:0019897///GO:0005759///GO:0042645///GO:0031594///GO:0005634///GO:0005634///GO:0045211",-0.27731487808456,6.82747881934,-2.40876430284695,0.019814499100837,0.743026655677628,-3.19919421412841
"NM_014229_at","solute carrier family 6 (neurotransmitter transporter, GABA), member 11","SLC6A11","6538","Homo sapiens solute carrier family 6 (neurotransmitter transporter, GABA), member 11 (SLC6A11), mRNA","7657586","NM_014229","3p25.3","Chromosome 3, NC_000003.11 (10857917..10980146)","gamma-aminobutyric acid:sodium symporter activity///neurotransmitter binding///neurotransmitter:sodium symporter activity","brain development///neurotransmitter secretion///response to drug///synaptic transmission///transmembrane transport","cell projection///cytoplasm///integral to membrane///integral to plasma membrane///plasma membrane","GO:0005332///GO:0042165///GO:0005328","GO:0007420///GO:0007269///GO:0042493///GO:0007268///GO:0055085","GO:0042995///GO:0005737///GO:0016021///GO:0005887///GO:0005886",0.111822905823529,2.45589003996,2.40786584737094,0.0198580141104831,0.743026655677628,-3.20088500559476
"NM_003315_at","DnaJ (Hsp40) homolog, subfamily C, member 7","DNAJC7","7266","Homo sapiens DnaJ (Hsp40) homolog, subfamily C, member 7 (DNAJC7), transcript variant 1, mRNA","262206279","NM_003315","17q11.2","Chromosome 17, NC_000017.10 (40128439..40169715, complement)","heat shock protein binding///protein binding","chaperone cofactor-dependent protein refolding///protein folding","cytoplasm///cytoskeleton///NOT nucleolus///nucleus","GO:0031072///GO:0005515","GO:0070389///GO:0006457","GO:0005737///GO:0005856///NOT GO:0005730///GO:0005634",0.363384856500002,8.39982842592,2.40653669920171,0.0199225466333572,0.743026655677628,-3.20338543513813
"NM_032423_at","zinc finger protein 528","ZNF528","84436","Homo sapiens zinc finger protein 528 (ZNF528), mRNA","46410932","NM_032423","19q13","Chromosome 19, NC_000019.9 (52901121..52921657)","DNA binding///metal ion binding","regulation of transcription, DNA-dependent///transcription, DNA-dependent","nucleus","GO:0003677///GO:0046872","GO:0006355///GO:0006351","GO:0005634",-0.12724003275,2.85809465598,-2.40640141191244,0.0199291256425268,0.743026655677628,-3.20363988256585
"NM_033139_at","caldesmon 1","CALD1","800","Homo sapiens caldesmon 1 (CALD1), transcript variant 4, mRNA","261490656","NM_033139","7q33","Chromosome 7, NC_000007.13 (134464164..134655480)","actin binding///calmodulin binding///myosin binding///tropomyosin binding","cellular component movement///muscle contraction","actin cap///actin cytoskeleton///cytoskeleton///cytosol///myofibril///plasma membrane","GO:0003779///GO:0005516///GO:0017022///GO:0005523","GO:0006928///GO:0006936","GO:0030478///GO:0015629///GO:0005856///GO:0005829///GO:0030016///GO:0005886",0.431520907272057,9.04543692332,2.40578938227213,0.0199589130224527,0.743026655677628,-3.20479084830053
"NM_033140_at","caldesmon 1","CALD1","800","Homo sapiens caldesmon 1 (CALD1), transcript variant 5, mRNA","261490657","NM_033140","7q33","Chromosome 7, NC_000007.13 (134464164..134655480)","actin binding///calmodulin binding///myosin binding///tropomyosin binding","cellular component movement///muscle contraction","actin cap///actin cytoskeleton///cytoskeleton///cytosol///myofibril///plasma membrane","GO:0003779///GO:0005516///GO:0017022///GO:0005523","GO:0006928///GO:0006936","GO:0030478///GO:0015629///GO:0005856///GO:0005829///GO:0030016///GO:0005886",0.431520907272057,9.04543692332,2.40578938227213,0.0199589130224527,0.743026655677628,-3.20479084830053
"NM_001025374_at","","","","","","","","","","","","","","",-0.383927088257352,5.35822235936,-2.40507989815108,0.0199934936236576,0.743026655677628,-3.20612480635182
"NM_021933_at","migration and invasion inhibitory protein","MIIP","60672","Homo sapiens migration and invasion inhibitory protein (MIIP), mRNA","347543724","NM_021933","1p36.22","Chromosome 1, NC_000001.10 (12079299..12092106)","","","","","","",-0.383927088257352,5.35822235936,-2.40507989815108,0.0199934936236576,0.743026655677628,-3.20612480635182
"NM_014059_at","regulator of cell cycle","RGCC","28984","Homo sapiens regulator of cell cycle (RGCC), mRNA","132626810","NM_014059","13q14.11","Chromosome 13, NC_000013.10 (42031542..42045013)","R-SMAD binding///protein binding///protein kinase activator activity///protein kinase binding///protein kinase binding","cellular response to hypoxia///complement activation///fibroblast activation///mitotic cell cycle arrest///negative regulation of angiogenesis///negative regulation of blood vessel endothelial cell migration///negative regulation of cell proliferation///negative regulation of cell-cell adhesion mediated by cadherin///negative regulation of cytokine secretion///negative regulation of endothelial cell proliferation///negative regulation of exit from mitosis///negative regulation of fibroblast growth factor production///negative regulation of mitotic cell cycle phase transition///positive regulation of DNA biosynthetic process///positive regulation of cell cycle arrest///positive regulation of collagen biosynthetic process///positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G1/S transition of mitotic cell cycle///positive regulation of cytokine secretion///positive regulation of endothelial cell apoptotic process///positive regulation of epithelial to mesenchymal transition///positive regulation of epithelial to mesenchymal transition///positive regulation of extracellular matrix constituent secretion///positive regulation of gene expression involved in extracellular matrix organization///positive regulation of mitosis///positive regulation of sequence-specific DNA binding transcription factor activity///positive regulation of stress fiber assembly","centrosome///cytoplasm///nucleolus///nucleus","GO:0070412///GO:0005515///GO:0030295///GO:0019901///GO:0019901","GO:0071456///GO:0006956///GO:0072537///GO:0071850///GO:0016525///GO:0043537///GO:0008285///GO:2000048///GO:0050710///GO:0001937///GO:0001100///GO:0090272///GO:1901991///GO:2000573///GO:0071158///GO:0032967///GO:0031659///GO:0050715///GO:2000353///GO:0010718///GO:0010718///GO:0003331///GO:1901313///GO:0045840///GO:0051091///GO:0051496","GO:0005813///GO:0005737///GO:0005730///GO:0005634",-0.404935339044119,12.4835313782,-2.40336244096556,0.0200774265938058,0.743026655677628,-3.20935269988603
"NM_023075_at","metallophosphoesterase 1","MPPE1","65258","Homo sapiens metallophosphoesterase 1 (MPPE1), transcript variant 1, mRNA","339276099","NM_023075","18p11.21","Chromosome 18, NC_000018.9 (11883470..11908796, complement)","GPI anchor binding///manganese ion binding///phosphoric diester hydrolase activity","ER to Golgi vesicle-mediated transport///GPI anchor biosynthetic process","Golgi apparatus///cis-Golgi network///endoplasmic reticulum exit site///endoplasmic reticulum-Golgi intermediate compartment///endoplasmic reticulum-Golgi intermediate compartment membrane///integral to membrane","GO:0034235///GO:0030145///GO:0008081","GO:0006888///GO:0006506","GO:0005794///GO:0005801///GO:0070971///GO:0005793///GO:0033116///GO:0016021",-0.416625393716915,7.16484114646,-2.40170108041007,0.0201589195483553,0.743026655677628,-3.21247349720776
"NM_001024628_at","neuropilin 1","NRP1","8829","Homo sapiens neuropilin 1 (NRP1), transcript variant 2, mRNA","182509170","NM_001024628","10p12","Chromosome 10, NC_000010.10 (33466419..33623833, complement)","coreceptor activity///cytokine binding///growth factor binding///growth factor binding///heparin binding///metal ion binding///protein binding///semaphorin receptor activity///vascular endothelial growth factor-activated receptor activity","axon extension involved in axon guidance///axon guidance///axon guidance///axonal fasciculation///axonogenesis involved in innervation///cell adhesion///cell-cell signaling///cellular response to hepatocyte growth factor stimulus///dendrite development///dichotomous subdivision of terminal units involved in salivary gland branching///endothelial cell chemotaxis///heart development///hepatocyte growth factor receptor signaling pathway///negative regulation of axon extension involved in axon guidance///nerve development///neuron migration///organ morphogenesis///patterning of blood vessels///platelet-derived growth factor receptor signaling pathway///positive regulation of cytokine activity///positive regulation of endothelial cell migration///positive regulation of endothelial cell proliferation///positive regulation of peptidyl-tyrosine phosphorylation///positive regulation of smooth muscle cell migration///regulation of vesicle-mediated transport///response to wounding///semaphorin-plexin signaling pathway///signal transduction///sympathetic nervous system development///trigeminal nerve morphogenesis///vascular endothelial growth factor receptor signaling pathway///vascular endothelial growth factor receptor signaling pathway","cell surface///cytoplasmic vesicle///cytosol///extracellular region///growth cone///integral to membrane///neurofilament///neuronal cell body///plasma membrane///plasma membrane///receptor complex///semaphorin receptor complex","GO:0015026///GO:0019955///GO:0019838///GO:0019838///GO:0008201///GO:0046872///GO:0005515///GO:0017154///GO:0005021","GO:0048846///GO:0007411///GO:0007411///GO:0007413///GO:0060385///GO:0007155///GO:0007267///GO:0035729///GO:0016358///GO:0060666///GO:0035767///GO:0007507///GO:0048012///GO:0048843///GO:0021675///GO:0001764///GO:0009887///GO:0001569///GO:0048008///GO:0060301///GO:0010595///GO:0001938///GO:0050731///GO:0014911///GO:0060627///GO:0009611///GO:0071526///GO:0007165///GO:0048485///GO:0021636///GO:0048010///GO:0048010","GO:0009986///GO:0031410///GO:0005829///GO:0005576///GO:0030426///GO:0016021///GO:0005883///GO:0043025///GO:0005886///GO:0005886///GO:0043235///GO:0002116",0.634278391930147,5.4609733692,2.40061851986568,0.0202121812041609,0.743026655677628,-3.21450616116307
"NM_015046_at","senataxin","SETX","23064","Homo sapiens senataxin (SETX), mRNA","113722132","NM_015046","9q34.13","Chromosome 9, NC_000009.11 (135136827..135230372, complement)","ATP binding///DNA binding///DNA helicase activity","DNA duplex unwinding///RNA processing///cell death///circadian rhythm///double-strand break repair///termination of RNA polymerase II transcription","cytoplasm///nucleolus///nucleoplasm///nucleus","GO:0005524///GO:0003677///GO:0003678","GO:0032508///GO:0006396///GO:0008219///GO:0007623///GO:0006302///GO:0006369","GO:0005737///GO:0005730///GO:0005654///GO:0005634",0.345707762948527,6.42938194318,2.39864091754675,0.0203098055022985,0.743026655677628,-3.21821759880489
"NM_004180_at","TRAF family member-associated NFKB activator","TANK","10010","Homo sapiens TRAF family member-associated NFKB activator (TANK), transcript variant 1, mRNA","19743568","NM_004180","2q24-q31","Chromosome 2, NC_000002.11 (161993466..162092683)","metal ion binding///protein binding///ubiquitin protein ligase binding","I-kappaB kinase/NF-kappaB cascade///innate immune response///signal transduction","cytosol","GO:0046872///GO:0005515///GO:0031625","GO:0007249///GO:0045087///GO:0007165","GO:0005829",0.357434894705881,7.7253422704,2.39738160247582,0.02037219231508,0.743026655677628,-3.2205797900758
"NM_206824_at","vitamin K epoxide reductase complex, subunit 1","VKORC1","79001","Homo sapiens vitamin K epoxide reductase complex, subunit 1 (VKORC1), transcript variant 2, mRNA","45827738","NM_206824","16p11.2","Chromosome 16, NC_000016.9 (31102175..31106276, complement)","vitamin-K-epoxide reductase (warfarin-sensitive) activity","cellular protein metabolic process///drug metabolic process///peptidyl-glutamic acid carboxylation///post-translational protein modification","endoplasmic reticulum membrane///integral to membrane","GO:0047057","GO:0044267///GO:0017144///GO:0017187///GO:0043687","GO:0005789///GO:0016021",-0.403945479044117,8.32922629,-2.39728269716236,0.0203770994012621,0.743026655677628,-3.22076527423809
"NM_022763_at","fibronectin type III domain containing 3B","FNDC3B","64778","Homo sapiens fibronectin type III domain containing 3B (FNDC3B), transcript variant 1, mRNA","205360931","NM_022763","3q26.31","Chromosome 3, NC_000003.11 (171757418..172118493)","","positive regulation of fat cell differentiation","endoplasmic reticulum///integral to membrane","","GO:0045600","GO:0005783///GO:0016021",0.441688775966911,9.08627204472,2.39707611981415,0.0203873519534203,0.743026655677628,-3.22115266466356
"NM_006456_at","ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2","ST6GALNAC2","10610","Homo sapiens ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 (ST6GALNAC2), mRNA","192448439","NM_006456","17q25.1","Chromosome 17, NC_000017.10 (74561461..74582145, complement)","sialyltransferase activity","O-glycan processing///cellular protein metabolic process///post-translational protein modification","Golgi membrane///integral to Golgi membrane","GO:0008373","GO:0016266///GO:0044267///GO:0043687","GO:0000139///GO:0030173",-0.628217715518383,6.03312141776,-2.39631113075897,0.020425359197524,0.743026655677628,-3.22258701263527
"NM_017688_at","B-box and SPRY domain containing","BSPRY","54836","Homo sapiens B-box and SPRY domain containing (BSPRY), mRNA","154354991","NM_017688","9q32","Chromosome 9, NC_000009.11 (116111812..116133513)","zinc ion binding","calcium ion transport","cell leading edge///cytoplasm///focal adhesion///membrane///NOT nucleolus///nucleus///perinuclear region of cytoplasm","GO:0008270","GO:0006816","GO:0031252///GO:0005737///GO:0005925///GO:0016020///NOT GO:0005730///GO:0005634///GO:0048471",-0.404714837992647,4.38421031504,-2.39560211163193,0.0204606425322674,0.743026655677628,-3.22391610677631
"NM_015983_at","ubiquitin-conjugating enzyme E2D 4 (putative)","UBE2D4","51619","Homo sapiens ubiquitin-conjugating enzyme E2D 4 (putative) (UBE2D4), mRNA","303228325","NM_015983","7p13","Chromosome 7, NC_000007.13 (43966035..43995735)","ATP binding///protein binding///ubiquitin-protein ligase activity","protein K11-linked ubiquitination///protein K27-linked ubiquitination///protein K29-linked ubiquitination///protein K48-linked ubiquitination///protein K6-linked ubiquitination///protein K63-linked ubiquitination","","GO:0005524///GO:0005515///GO:0004842","GO:0070979///GO:0044314///GO:0035519///GO:0070936///GO:0085020///GO:0070534","",-0.321499881698529,3.73100408882,-2.39474549026438,0.0205033441646252,0.743026655677628,-3.22552149037293
"NM_001047_at","steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)","SRD5A1","6715","Homo sapiens steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1) (SRD5A1), mRNA","87044897","NM_001047","5p15","Chromosome 5, NC_000005.9 (6633500..6669675)","3-oxo-5-alpha-steroid 4-dehydrogenase activity///cholestenone 5-alpha-reductase activity///electron carrier activity","androgen biosynthetic process///cell differentiation///sex determination///sex differentiation///small molecule metabolic process///steroid metabolic process","endoplasmic reticulum membrane///integral to membrane","GO:0003865///GO:0047751///GO:0009055","GO:0006702///GO:0030154///GO:0007530///GO:0007548///GO:0044281///GO:0008202","GO:0005789///GO:0016021",-0.270356828985295,3.22645567854,-2.39357678629618,0.0205617319694048,0.743026655677628,-3.22771104006735
"NM_005814_at","glycoprotein A33 (transmembrane)","GPA33","10223","Homo sapiens glycoprotein A33 (transmembrane) (GPA33), mRNA","5031560","NM_005814","1q24.1","Chromosome 1, NC_000001.10 (167022082..167059868, complement)","receptor activity","","integral to plasma membrane","GO:0004872","","GO:0005887",-0.442245476139707,2.2039799386,-2.39243213781339,0.0206190627937195,0.743026655677628,-3.22985473423045
"NM_003804_at","receptor (TNFRSF)-interacting serine-threonine kinase 1","RIPK1","8737","Homo sapiens receptor (TNFRSF)-interacting serine-threonine kinase 1 (RIPK1), mRNA","57242760","NM_003804","6p25.2","Chromosome 6, NC_000006.11 (3077058..3115421)","ATP binding///death domain binding///death receptor binding///identical protein binding///protein binding///protein kinase activity///protein serine/threonine kinase activity","MyD88-independent toll-like receptor signaling pathway///TRIF-dependent toll-like receptor signaling pathway///activation of JUN kinase activity///activation of cysteine-type endopeptidase activity involved in apoptotic process///activation of necroptosis by extracellular signals///apoptotic process///apoptotic signaling pathway///cellular protein catabolic process///cellular response to tumor necrosis factor///extrinsic apoptotic signaling pathway///extrinsic apoptotic signaling pathway///innate immune response///negative regulation of I-kappaB kinase/NF-kappaB cascade///negative regulation of extrinsic apoptotic signaling pathway///negative regulation of intrinsic apoptotic signaling pathway///peptidyl-serine autophosphorylation///positive regulation of I-kappaB kinase/NF-kappaB cascade///positive regulation of I-kappaB kinase/NF-kappaB cascade///positive regulation of JNK cascade///positive regulation of NF-kappaB transcription factor activity///positive regulation of apoptotic process///positive regulation of apoptotic process///positive regulation of extrinsic apoptotic signaling pathway///positive regulation of interleukin-8 production///positive regulation of macrophage differentiation///positive regulation of necroptosis///positive regulation of necrotic cell death///positive regulation of programmed cell death///positive regulation of protein phosphorylation///positive regulation of reactive oxygen species metabolic process///positive regulation of transcription from RNA polymerase II promoter///positive regulation of tumor necrosis factor production///positive regulation of type I interferon production///protein autophosphorylation///protein heterooligomerization///protein homooligomerization///regulation of ATP:ADP antiporter activity///regulation of extrinsic apoptotic signaling pathway in absence of ligand///response to tumor necrosis factor///toll-like receptor 3 signaling pathway///toll-like receptor 4 signaling pathway///toll-like receptor signaling pathway///tumor necrosis factor-mediated signaling pathway","cytoplasm///cytosol///death-inducing signaling complex///membrane raft///mitochondrion///receptor complex","GO:0005524///GO:0070513///GO:0005123///GO:0042802///GO:0005515///GO:0004672///GO:0004674","GO:0002756///GO:0035666///GO:0007257///GO:0006919///GO:0060555///GO:0006915///GO:0097190///GO:0044257///GO:0071356///GO:0097191///GO:0097191///GO:0045087///GO:0043124///GO:2001237///GO:2001243///GO:0036289///GO:0043123///GO:0043123///GO:0046330///GO:0051092///GO:0043065///GO:0043065///GO:2001238///GO:0032757///GO:0045651///GO:0060545///GO:0010940///GO:0043068///GO:0001934///GO:2000379///GO:0045944///GO:0032760///GO:0032481///GO:0046777///GO:0051291///GO:0051260///GO:0070926///GO:2001239///GO:0034612///GO:0034138///GO:0034142///GO:0002224///GO:0033209","GO:0005737///GO:0005829///GO:0031264///GO:0045121///GO:0005739///GO:0043235",0.278582236544119,5.3555568796,2.3908354657938,0.020699273611413,0.743026655677628,-3.23284367369032
